Gender,Age,Education Level,Sleep Duration (hrs),Stress Level,Academic Performance Change,Parents Marital Relationship,Who finances your schooling?,Parents Total Monthly Income
Female,21,MSc,4.2,Medium,Declined,married_but_separated,spouse,below_five_thousand
Female,19,BA,7.1,Medium,Improved,not_married_but_living_together,brother,below_five_thousand
Female,19,BSc,4.2,Low,Declined,single_parent,parents,fifteen_thousand_to_twenty_thousand
Female,15,Class 9,8.3,Medium,Same,not_married_but_living_together,spouse,fifteen_thousand_to_twenty_thousand
Female,15,Class 8,5.7,Medium,Same,single_parent,relatives,five_thousand_to_ten_thousand
Male,21,MA,4.1,Low,Same,married_and_staying_together,spouse,fifteen_thousand_to_twenty_thousand
Female,19,BSc,6.1,Medium,Same,married_and_staying_together,parents,below_five_thousand
Female,18,Class 11,6,Low,Same,single_parent,spouse,below_five_thousand
Female,24,MSc,4.7,Medium,Declined,not_married_but_living_together,relatives,fifteen_thousand_to_twenty_thousand
Male,16,Class 9,8.8,Low,Same,single_parent,spouse,ten_thousand_to_fifteen_thousand
Male,17,Class 11,7.3,Medium,Same,married_and_staying_together,spouse,five_thousand_to_ten_thousand
Male,17,Class 10,5.8,Low,Declined,single_parent,parents,below_five_thousand
Female,25,MTech,6.2,High,Same,not_married_but_living_together,parents,five_thousand_to_ten_thousand
Male,16,Class 9,8.3,Medium,Declined,not_married_but_living_together,parents,five_thousand_to_ten_thousand
Female,19,BA,4.8,Low,Improved,married_and_staying_together,parents,ten_thousand_to_fifteen_thousand
Female,22,MSc,4.2,Medium,Same,married_but_separated,spouse,fifteen_thousand_to_twenty_thousand
Female,23,MA,6.7,Medium,Declined,married_and_staying_together,spouse,ten_thousand_to_fifteen_thousand
Male,25,MTech,6.4,Medium,Improved,not_married_but_living_together,spouse,fifteen_thousand_to_twenty_thousand
Male,20,BTech,4.3,Medium,Same,single_parent,brother,five_thousand_to_ten_thousand
Other,18,Class 11,6,Medium,Improved,single_parent,brother,below_five_thousand
Male,15,Class 8,4.3,Medium,Same,single_parent,relatives,fifteen_thousand_to_twenty_thousand
Female,18,Class 11,5.4,High,Declined,married_but_separated,relatives,five_thousand_to_ten_thousand
Male,17,Class 11,5,Medium,Improved,married_and_staying_together,parents,five_thousand_to_ten_thousand
Female,17,Class 11,8.1,High,Same,not_married_but_living_together,parents,fifteen_thousand_to_twenty_thousand
Male,16,Class 9,4.8,High,Declined,married_and_staying_together,spouse,below_five_thousand
Female,19,Class 12,4.2,Low,Same,not_married_but_living_together,parents,below_five_thousand
Male,21,BTech,4.1,Medium,Declined,married_and_staying_together,relatives,ten_thousand_to_fifteen_thousand
Other,18,Class 12,4.7,High,Declined,not_married_but_living_together,spouse,ten_thousand_to_fifteen_thousand
Other,19,BTech,7.7,High,Improved,married_but_separated,spouse,below_five_thousand
Male,25,MSc,4.4,Low,Declined,single_parent,spouse,below_five_thousand
Female,26,MTech,5.8,Medium,Same,married_but_separated,parents,five_thousand_to_ten_thousand
Male,23,MSc,5.8,Medium,Improved,married_and_staying_together,spouse,ten_thousand_to_fifteen_thousand
Male,17,Class 11,8.7,Medium,Declined,married_but_separated,parents,below_five_thousand
Male,23,MSc,5.4,Medium,Same,not_married_but_living_together,parents,fifteen_thousand_to_twenty_thousand
Male,17,Class 11,4.5,Medium,Same,married_and_staying_together,parents,fifteen_thousand_to_twenty_thousand
Male,23,MSc,7.9,Medium,Same,single_parent,parents,fifteen_thousand_to_twenty_thousand
Male,17,Class 11,5.6,High,Declined,single_parent,relatives,below_five_thousand
Female,24,MSc,6,Medium,Improved,not_married_but_living_together,spouse,below_five_thousand
Female,20,BTech,6,Medium,Same,single_parent,brother,five_thousand_to_ten_thousand
Male,16,Class 9,6.5,Low,Same,not_married_but_living_together,parents,below_five_thousand
Male,18,Class 11,6.2,Medium,Same,married_and_staying_together,parents,ten_thousand_to_fifteen_thousand
Female,19,Class 12,8.8,High,Same,single_parent,relatives,below_five_thousand
Female,17,Class 11,7.1,Low,Same,not_married_but_living_together,parents,below_five_thousand
Male,15,Class 9,8.7,Low,Same,single_parent,relatives,fifteen_thousand_to_twenty_thousand
Female,23,MA,8.6,Low,Same,married_and_staying_together,spouse,ten_thousand_to_fifteen_thousand
Female,17,Class 11,7.4,Low,Same,not_married_but_living_together,relatives,five_thousand_to_ten_thousand
Female,19,BTech,7.8,Medium,Declined,married_and_staying_together,parents,below_five_thousand
Male,17,Class 10,8.4,Low,Same,not_married_but_living_together,parents,ten_thousand_to_fifteen_thousand
Male,26,MTech,8,Low,Improved,married_but_separated,relatives,five_thousand_to_ten_thousand
Male,15,Class 8,7.8,Low,Same,married_and_staying_together,parents,below_five_thousand
Female,22,MSc,4.3,Medium,Declined,married_and_staying_together,relatives,ten_thousand_to_fifteen_thousand
Female,16,Class 10,7.2,High,Same,married_and_staying_together,brother,ten_thousand_to_fifteen_thousand
Male,25,MSc,4.2,Low,Same,not_married_but_living_together,spouse,ten_thousand_to_fifteen_thousand
Female,24,MA,8.5,Low,Improved,single_parent,parents,ten_thousand_to_fifteen_thousand
Male,17,Class 11,5.2,Medium,Same,married_but_separated,parents,fifteen_thousand_to_twenty_thousand
Male,15,Class 9,4,Medium,Improved,married_but_separated,parents,five_thousand_to_ten_thousand
Female,20,BSc,4.7,High,Same,married_but_separated,relatives,ten_thousand_to_fifteen_thousand
Male,18,Class 11,8.5,Medium,Declined,married_but_separated,spouse,fifteen_thousand_to_twenty_thousand
Female,21,MA,7.1,High,Improved,married_but_separated,relatives,five_thousand_to_ten_thousand
Female,15,Class 8,4.7,Medium,Improved,not_married_but_living_together,brother,below_five_thousand
Female,22,BTech,7.3,Medium,Same,married_but_separated,spouse,five_thousand_to_ten_thousand
Male,20,BTech,7.3,Medium,Same,single_parent,relatives,fifteen_thousand_to_twenty_thousand
Female,21,BTech,4.3,Low,Same,single_parent,relatives,fifteen_thousand_to_twenty_thousand
Female,22,MSc,4.5,High,Same,married_and_staying_together,parents,ten_thousand_to_fifteen_thousand
Male,23,MSc,6.3,Low,Same,married_and_staying_together,brother,fifteen_thousand_to_twenty_thousand
Female,20,BA,8.5,Medium,Same,single_parent,relatives,below_five_thousand
Male,16,Class 10,4.6,Low,Same,married_and_staying_together,brother,fifteen_thousand_to_twenty_thousand
Female,16,Class 9,4.8,Low,Declined,married_but_separated,relatives,below_five_thousand
Male,23,MTech,5.9,Medium,Same,married_but_separated,relatives,ten_thousand_to_fifteen_thousand
Other,17,Class 11,8.1,Low,Improved,married_but_separated,spouse,five_thousand_to_ten_thousand
Male,21,BTech,6.2,Low,Declined,married_but_separated,parents,five_thousand_to_ten_thousand
Male,16,Class 10,5.3,Medium,Improved,single_parent,parents,ten_thousand_to_fifteen_thousand
Female,20,BSc,9,High,Declined,single_parent,brother,below_five_thousand
Female,17,Class 11,6.1,High,Declined,married_but_separated,spouse,five_thousand_to_ten_thousand
Other,26,MSc,5.1,Low,Declined,married_and_staying_together,relatives,fifteen_thousand_to_twenty_thousand
Female,18,Class 12,5.9,Low,Same,not_married_but_living_together,brother,five_thousand_to_ten_thousand
Female,22,MTech,6.3,Low,Same,married_but_separated,relatives,below_five_thousand
Male,19,BA,4.2,Medium,Same,not_married_but_living_together,relatives,below_five_thousand
Male,16,Class 9,4.3,Medium,Same,single_parent,parents,ten_thousand_to_fifteen_thousand
Male,22,MSc,6.4,Low,Improved,single_parent,spouse,ten_thousand_to_fifteen_thousand
Male,20,BTech,8.7,Medium,Declined,single_parent,spouse,five_thousand_to_ten_thousand
Female,20,BSc,6.4,High,Declined,married_and_staying_together,brother,below_five_thousand
Female,19,BTech,8,Low,Improved,married_but_separated,relatives,ten_thousand_to_fifteen_thousand
Female,22,BTech,8.1,Medium,Declined,married_and_staying_together,parents,below_five_thousand
Male,25,MA,5.6,Low,Same,single_parent,parents,five_thousand_to_ten_thousand
Female,19,BTech,4.4,Low,Same,single_parent,relatives,ten_thousand_to_fifteen_thousand
Male,26,MTech,8.6,High,Same,married_and_staying_together,spouse,ten_thousand_to_fifteen_thousand
Male,25,MA,4.3,High,Improved,married_and_staying_together,spouse,fifteen_thousand_to_twenty_thousand
Male,21,BSc,5.9,Low,Improved,single_parent,relatives,five_thousand_to_ten_thousand
Female,19,Class 12,6.7,High,Same,single_parent,parents,five_thousand_to_ten_thousand
Male,23,MSc,4.1,Medium,Same,married_and_staying_together,relatives,below_five_thousand
Female,22,MSc,5,Medium,Same,married_but_separated,brother,below_five_thousand
Male,17,Class 10,6.6,High,Same,married_but_separated,brother,ten_thousand_to_fifteen_thousand
Female,26,MA,6.8,Medium,Same,married_but_separated,parents,five_thousand_to_ten_thousand
Male,20,BTech,6.7,Low,Same,married_but_separated,parents,below_five_thousand
Female,15,Class 9,4.1,Low,Declined,single_parent,parents,below_five_thousand
Female,20,BA,7.5,Medium,Improved,not_married_but_living_together,brother,five_thousand_to_ten_thousand
Male,23,MA,7.7,Low,Improved,not_married_but_living_together,spouse,below_five_thousand
